name	term	lev	seq	value
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa06501	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa21945	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa22404	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa16034	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa16035	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa16231	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa11230	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa21204	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa21203	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa21206	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa27073	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa20270	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa20482	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa00277	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa29653	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa26175	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa24119	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa28998	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa33333	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa01302	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa01313	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa01314	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa08073	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa24488	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa24515	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa24822	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa16864	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa16869	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa17309	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa02832	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa11930	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa32506	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa09939	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa23056	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa00695	0
"organic anion transmembrane transporter activity"	GO:0005342;GO:0046943;GO:0008514	2	Mcavernosa17316	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa04797	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa05135	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa28140	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa28147	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa08392	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa08397	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa08398	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa08401	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa11910	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa18573	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa18584	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa07051	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa22031	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa22282	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa22591	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa15522	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa16307	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa16345	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa10763	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa10765	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa09997	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa21018	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa21162	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa21468	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa26547	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa20551	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa20550	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa17364	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa17449	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa17803	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa29991	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa30125	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa23966	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa30515	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa33859	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa35118	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa03283	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa03676	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa25159	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa25310	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa30881	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa31122	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa31380	0
"obsolete cofactor binding"	GO:0048037;GO:0050662	-1	Mcavernosa31429	0
"peptide binding"	GO:0042277	2	Mcavernosa05922	0
"peptide binding"	GO:0042277	2	Mcavernosa28147	0
"peptide binding"	GO:0042277	2	Mcavernosa08742	0
"peptide binding"	GO:0042277	2	Mcavernosa11683	0
"peptide binding"	GO:0042277	2	Mcavernosa31887	0
"peptide binding"	GO:0042277	2	Mcavernosa31886	0
